Timestamp,Session_Time_Seconds,Attention_State,Identity_Status,Sound_Detected,Sound_Level,Head_Yaw,Head_Pitch,Gaze_X,Gaze_Y,Eye_Aspect_Ratio,Confidence
2025-12-15T15:55:04.642172,15.065742,UNKNOWN,VERIFIED,False,0.0016870568063495738,-4.6870461434702,152.62305871278159,0.46480820198617395,0.23563392028695124,0.3104222011794753,0.0
2025-12-15T15:55:06.613577,17.037147,UNKNOWN,NO FACE,False,0.00023196160218503793,-3.249521073350638,151.72947346046493,0.4581246241330094,0.19119063955705576,0.29257926254367805,0.0
2025-12-15T15:55:08.609563,19.033133,UNKNOWN,NO FACE,False,5.206103996897582e-05,-3.313761546522453,151.50606072974128,0.42008465153928476,0.259599658991847,0.2957237112967269,0.0
2025-12-15T15:55:10.626364,21.049934,UNKNOWN,NO FACE,True,0.004967340585335478,-2.6581566905592147,150.76716335399996,0.482112818561629,0.26147546176000946,0.3039198592162504,0.0
2025-12-15T15:55:12.582865,23.006435,UNKNOWN,VERIFIED,False,0.0015444777995071491,0.0,0.0,0.0,0.0,0.0,0.9168525004825125
2025-12-15T15:55:14.613586,25.037156,INATTENTIVE,VERIFIED,True,0.006137743737053824,-2.0941688709490025,146.83663765634537,0.42486869472478794,0.2675115757465254,0.3024928412513067,0.9168525004825125
2025-12-15T15:55:16.620081,27.043651,INATTENTIVE,VERIFIED,False,0.00018667801150513698,-3.017988269010314,144.6671505709325,0.5047206441218723,0.12383097502650536,0.15797572057416095,0.9168525004825125
2025-12-15T15:55:18.599383,29.022953,INATTENTIVE,NO FACE,True,0.00536649105270044,-2.154741516985194,144.61856712608142,0.48395399575364323,-0.0006028249911104316,0.276365829364239,0.9168525004825125
2025-12-15T15:55:20.614526,31.038096,INATTENTIVE,NO FACE,True,0.0033688913418700394,-1.7597347096618416,142.83969876092104,0.3748940283941627,0.3473799370600088,0.3137020398550582,0.9168525004825125
2025-12-15T15:55:22.630881,33.054451,INATTENTIVE,NO FACE,True,0.006837805487157312,-2.0207203176716555,142.34109273366238,0.4384430654300733,0.22308975503431533,0.26837814501165425,0.9168525004825125
2025-12-15T15:55:24.614288,35.037858,INATTENTIVE,VERIFIED,False,2.8138710877101403e-05,-2.001553948071065,142.49651647872187,0.4548925252232126,0.2553757066169605,0.2888256635794568,0.7719067048844052
2025-12-15T15:55:26.590111,37.013681,INATTENTIVE,VERIFIED,False,3.309164494567085e-05,-2.566690894017701,143.1123119545039,0.38981063877218913,0.30275515154744487,0.3098257248218118,0.7719067048844052
2025-12-15T15:55:28.629799,39.053369,INATTENTIVE,VERIFIED,False,0.0014805193643042003,-3.1089966705338585,146.03237134783254,0.4415940879522814,0.2894000487956901,0.33522473693078747,0.7719067048844052
2025-12-15T15:55:30.683058,41.106628,INATTENTIVE,NO FACE,False,0.0041191232152414155,-2.518780139606367,148.44862958728146,0.3881735242361012,0.3216581862042771,0.23562739185452453,0.7719067048844052
2025-12-15T15:55:32.618974,43.042544,INATTENTIVE,NO FACE,True,0.012670966481528012,-3.4876707168142564,149.51422737311785,0.41638374682382495,0.3003913194194695,0.28438619569113666,0.7719067048844052
2025-12-15T15:55:34.632473,45.056553,INATTENTIVE,NO FACE,False,0.0033511874533360244,-3.634329160367173,151.03741135646436,0.4640969152028859,0.25942897509848617,0.3048608902074543,0.7719067048844052
2025-12-15T15:55:36.608264,47.031834,INATTENTIVE,VERIFIED,False,0.0003129245540549164,-4.594726511145278,150.35819576840439,0.45746233068052355,-0.8428744138952431,0.058006097643445595,0.8135473702964119
2025-12-15T15:55:38.604838,49.028408,INATTENTIVE,VERIFIED,True,0.02620883746967593,-10.846913590055069,104.3069528097921,1.2488628063776976,0.9123144127957925,0.4639430568475197,0.8135473702964119
2025-12-15T15:55:40.623072,51.046642,INATTENTIVE,VERIFIED,True,0.004879321684711613,-11.190389415006322,102.97509822071004,0.4570296227367429,0.24356032263924818,0.22531866093797018,0.8135473702964119
2025-12-15T15:55:42.614612,53.038182,INATTENTIVE,VERIFIED,False,0.007844994967672391,-11.673361200449808,101.43028552900692,0.4018856412427104,0.37035763205420674,0.20540595148325388,0.8379495782725713
2025-12-15T15:55:44.615358,55.038928,INATTENTIVE,VERIFIED,False,0.0017522840695164631,-11.905191551361037,100.69580608724586,0.4202450404974587,0.2559833176724522,0.2855913087372742,0.8379495782725713
